SITENO,SITENAME,CATEGORY,AGENCY,LONGDD,LATDD,SITEURL
7364150,"Bayou Bartholomew near McGehee, AR",ST,USGS,-91.4458333,33.62777778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07364150
7077000,"White River at DeValls Bluff, AR",ST,USGS,-91.4447222,34.79444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07077000
7367690,Boeuf River at Ark/La State Line,ST,USGS,-91.4380556,33.00138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07367690
7265280,"Arkansas River at Pendleton, AR",ST,USGS,-91.3844444,33.9786111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07265280
7367680,"Boeuf River nr Eudora, AR",ST,USGS,-91.3477778,33.12416667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07367680
7369700,"Bayou Macon nr Kilbourne, LA",ST,USGS,-91.2626119,32.9931799,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07369700
7369680,"Bayou Macon at Eudora, AR",ST,USGS,-91.2544444,33.10027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07369680
7077730,"Bayou Deview near Brinkley, AR",ST,USGS,-91.2402778,34.9361111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07077730
3.25E+14,"LAKE PROVIDENCE NEAR LAKE PROVIDENCE, LA",LK,USGS,-91.1862206,32.81401846,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=324850091111000
7265455,"MISSISSIPPI RIVER NR GREENVILLE, MS",ST,USGS,-91.1606653,33.29261789,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07265455
3.31E+14,"LK WASHINGTON TRIB AT STEIN RD NR CHATHAM, MS",ST,USGS,-91.0975,33.09666667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=330548091055100
3.30E+14,"LK WASHINGTON TRIB @ WINGFIELD RD AT GLEN ALLAN,MS",ST,USGS,-91.0702778,33.02027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=330113091041300
3.30E+14,"LK WASHINGTON TRIB NO 2 NR MARATHON, MS",ST,USGS,-91.0388889,33.06083333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=330339091022000
7288860,"STEELE BAYOU AT GRACE ROAD AT HOPEDALE, MS",ST,USGS,-91.0076046,32.95818134,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288860
7288847,"STEELE BAYOU NR GLEN ALLAN, MS",ST,USGS,-90.9981598,33.03151289,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288847
3.25E+14,"STEELE BAYOU CUT-OFF TRIBUTARY NO 47 NEAR CARY, MS",ST,USGS,-90.9697222,32.8522222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=325108090581100
7047956,"Larkin Cr. on HWY 121 W. of Marianna, AR",ST,USGS,-90.8945278,34.8478611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07047956
728875070,"DEER CREEK EAST OF LELAND, MS",ST,USGS,-90.8919444,33.4011111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0728875070
7047950,"LAnguille River at Palestine, AR",ST,USGS,-90.8855556,34.97277778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07047950
3.24E+14,"Delta National Forest at Dummy Line Road, MS",ST,USGS,-90.8758611,32.68278056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=324058090523301
7288650,"BOGUE PHALIA NR LELAND, MS",ST,USGS,-90.8477778,33.39666667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288650
3.25E+14,"Little Sunflower RIver at Hwy 16, MS",ST,USGS,-90.8169889,32.86453056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=325152090490101
7288700,"BIG SUNFLOWER RIVER NR ANGUILLA, MS",ST,USGS,-90.7778758,32.9717936,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288700
3.34E+14,"PORTER BAYOU NEAR SHAW, MS",ST,USGS,-90.7500833,33.60052778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=333601090450000
3.33E+14,"PORTER BAYOU TRIB NO 1 NW OF FRAZIER, MS",ST,USGS,-90.7499722,33.5723611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=333420090445900
7288048,"RICHIES BAYOU AT SHERARD, MS",ST,USGS,-90.7001944,34.2092222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288048
7288300,"BIG SUNFLOWER RIVER NEAR RENOVA, MS",ST,USGS,-90.6800959,33.7851131,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288300
7288521,"PORTER BAYOU AT STEPHENSVILLE, MS",ST,USGS,-90.6723611,33.54825,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288521
7288280,"BIG SUNFLOWER RIVER NR MERIGOLD, MS",ST,USGS,-90.67,33.8325,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288280
3.34E+14,"PORTER BAYOU TRIB NO 4 OFF FOX ROAD NR SHAW, MS",ST,USGS,-90.6627778,33.64166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=333830090394600
3.42E+14,"OVERCUP SLOUGH TRIBUTARY NO 2 NEAR FARRELL, MS",ST,USGS,-90.6536111,34.26388889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=341550090391300
3.41E+14,"OVERCUP SLOUGH TRIBUTARY NO 1 NEAR FARRELL, MS",ST,USGS,-90.6488889,34.23444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=341404090385600
7288068,"HARRIS BAYOU AT PALMER RD EAST OF ALLIGATOR, MS",ST,USGS,-90.6249444,34.07475,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288068
7288200,"BIG SUNFLOWER RIVER NEAR LOMBARDY, MISS.",ST,USGS,-90.610651,33.88177916,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288200
7288000,"BIG SUNFLOWER RIVER AT CLARKSDALE, MS",ST,USGS,-90.575099,34.19733086,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288000
7287714,"Long Lake at Control Structure nr Friars Point, MS",LK,USGS,-90.5564722,34.38177778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287714
7287715,"Mill CreekTributary near Friars Point, MS",ST,USGS,-90.55625,34.38169444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287715
7288500,"BIG SUNFLOWER RIVER AT SUNFLOWER, MS",ST,USGS,-90.5431441,33.5473397,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288500
7287700,"PHILLIPS BAYOU AT POWELL, MS",ST,USGS,-90.5302222,34.48425,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287700
7288580,"QUIVER RIVER NR SUNFLOWER, MS",ST,USGS,-90.4386973,33.52956308,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07288580
7289730,"BIG BLACK RIVER NR BENTONIA, MS",ST,USGS,-90.3638889,32.60305556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289730
3.30E+14,"BEE LAKE TRIBUTARY NO 1 NR THORNTON, MS",ST,USGS,-90.3502778,33.0511111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=330304090210100
7289690,"WALESHEBA CREEK NR BENTONIA, MS",ST,USGS,-90.3052778,32.685,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289690
7287474,"PINEY CREEK NR BENTON, MS",ST,USGS,-90.2358333,32.84916667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287474
7280010,"TALLAHATCHIE RIVER AT ALLEN, MS",ST,USGS,-90.2301111,34.14463889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07280010
7281600,"TALLAHATCHIE RIVER AT MONEY, MS",ST,USGS,-90.2111111,33.65138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07281600
7287405,"BLACK CREEK AT HOWARD, MS",ST,USGS,-90.191197,33.1195715,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287405
7287404,"HARLAND CREEK NR HOWARD, MS",ST,USGS,-90.1734194,33.10179419,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287404
7287350,"FANNEGUSHA CREEK NR TCHULA, MS",ST,USGS,-90.1697222,33.16805556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287350
7287150,"ABIACA CREEK NR SEVEN PINES, MS",ST,USGS,-90.1513889,33.34,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287150
7280400,"TILLATOBA CREEK AT CHARLESTON, MS",ST,USGS,-90.065,34,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07280400
7289504,"BIG CYPRESS CREEK NR PICKENS, MS",ST,USGS,-90.0588889,32.87944444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289504
7287400,"BLACK CREEK AT LEXINGTON, MS",ST,USGS,-90.0533333,33.10527778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07287400
7289600,"TILDA BOGUE NR CANTON, MS",ST,USGS,-90.0147222,32.655,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289600
7285700,"LONG CREEK NR CASCILLA, MS",ST,USGS,-89.9855556,33.86166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07285700
7275530,"PETERS (LONG) CREEK NR POPE, MS",ST,USGS,-89.9819444,34.21388889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07275530
7277730,"SENATOBIA CREEK NR SENATOBIA, MS",ST,USGS,-89.9413889,34.61666667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07277730
7275500,"LONG CREEK AT COURTLAND, MS",ST,USGS,-89.9391667,34.2283333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07275500
7277700,"HICKAHALA CREEK NR SENATOBIA, MS",ST,USGS,-89.9244444,34.63194444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07277700
7289460,"BIG BLACK RIVER NR GOODMAN, MS",ST,USGS,-89.8923055,32.9542975,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289460
7273100,"HOTOPHA CREEK NR BATESVILLE, MS",ST,USGS,-89.8786111,34.36388889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07273100
2484650,"PEARL RIVER AT RATLIFF`S FERRY NR RATLIFF, MS",ST,USGS,-89.8405556,32.59416667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02484650
7285500,"YALOBUSHA RIVER AT GRENADA, MS",ST,USGS,-89.8097222,33.78777778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07285500
7289350,"BIG BLACK RIVER AT WEST, MS",ST,USGS,-89.7711111,33.19444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289350
7289450,"LONG CREEK AT SALLIS, MS",ST,USGS,-89.7652778,33.01555556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289450
7289265,"HAYS CREEK TRIB NO 1 NR VAIDEN, MS",ST,USGS,-89.7611111,33.38805556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289265
7275900,"COLDWATER RIVER NR OLIVE BRANCH, MS",ST,USGS,-89.7533333,34.9075,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07275900
2484500,"YOCKANOOKANY RIVER NR OFAHOMA, MS",ST,USGS,-89.6719444,32.7061111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02484500
7274252,"OTOUCALOFA CREEK CANAL NR WATER VALLEY, MS",ST,USGS,-89.6525,34.14416667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07274252
2483500,"PEARL RIVER NR LENA, MS",ST,USGS,-89.6461111,32.6672222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02483500
7274251,"TOWN CREEK AT WATER VALLEY, MS",ST,USGS,-89.6333333,34.1475,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07274251
2484000,"YOCKANOOKANY RIVER NR KOSCIUSKO, MS",ST,USGS,-89.5777778,33.0322222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02484000
7289170,"MULBERRY CREEK AT KILMICHAEL, MS.",ST,USGS,-89.5455556,33.43819444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07289170
2482550,"PEARL RIVER NR CARTHAGE, MS",ST,USGS,-89.5263889,32.7072222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02482550
7274000,"YOCONA RIVER NR OXFORD, MS",ST,USGS,-89.5213889,34.2733333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07274000
2482470,"LOBUTCHA CREEK AT RENFROE, MS",ST,USGS,-89.4433333,32.8622222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02482470
2483890,"YOCKANOOKANY RIVER TRIB NR MCCOOL, MS",ST,USGS,-89.4244444,33.1686111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02483890
7283000,"SKUNA RIVER AT BRUCE, MS",ST,USGS,-89.3477778,33.9736111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07283000
7282100,"TOPASHAW CREEK CANAL NR CALHOUN CITY, MS",ST,USGS,-89.3458333,33.8147222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07282100
2482000,"PEARL RIVER AT EDINBURG, MS",ST,USGS,-89.335,32.79888889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02482000
7282000,"YALOBUSHA R AND TOPASHAW C CA AT CALHOUN CITY, MS",ST,USGS,-89.3155556,33.8386111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07282000
7268500,"CYPRESS CREEK NR ETTA, MS",ST,USGS,-89.2902778,34.44194444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07268500
2481984,"BEASHA CREEK NEAR COLDWATER, MS",ST,USGS,-89.2370556,32.7075,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02481984
7268000,"LITTLE TALLAHATCHIE RIVER AT ETTA, MS",ST,USGS,-89.2244444,34.4825,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07268000
2481960,"WOLF CREEK AT INDUSTRIAL DRIVE NR PEARL RIVER, MS",ST,USGS,-89.19825,32.78069444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02481960
7030370,"WOLF RIVER AT SPRINGHILL, MS",ST,USGS,-89.1969444,34.94638889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07030370
7281965,"CANE CREEK AT VARDAMAN, MS",ST,USGS,-89.1908333,33.87527778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07281965
7281960,"YALOBUSHA RIVER AT VARDAMAN, MS",ST,USGS,-89.1730556,33.8661111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07281960
2481880,"PEARL RIVER AT BURNSIDE, MS",ST,USGS,-89.0977778,32.84138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02481880
2440600,"LINE CREEK NR MABEN, MS",ST,USGS,-89.0611111,33.6547222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02440600
7267000,"HELL CREEK NR NEW ALBANY, MS",ST,USGS,-89.0505556,34.51805556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07267000
7269000,"NORTH TIPPAH CREEK NR RIPLEY, MS",ST,USGS,-89.0261111,34.7333333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07269000
7266849,"KING CREEK AT NEW ALBANY, MS",ST,USGS,-88.99,34.46988889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07266849
2440800,"TRIM CANE CREEK NR STARKVILLE, MS",ST,USGS,-88.9083333,33.46944444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02440800
2439980,"CHUQUATONCHEE CREEK NR OKALONA, MS",ST,USGS,-88.8811111,34.0022222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02439980
2440400,"HOULKA CREEK NR MCCONDY, MS",ST,USGS,-88.8547222,33.78527778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02440400
7029270,"HATCHIE RIVER NR WALNUT, MS",ST,USGS,-88.7875557,34.94175668,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07029270
2440000,"CHUQUATONCHEE CREEK NR EGYPT, MS",ST,USGS,-88.7619444,33.84,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02440000
2441220,"SAND CREEK TRIBUTARY NR MAYHEW, MS",ST,USGS,-88.7233333,33.4772222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02441220
2436000,"CHIWAPA CREEK AT SHANNON, MS",ST,USGS,-88.7222222,34.11,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02436000
2440500,"CHUQUATONCHEE CREEK NR WEST POINT, MS",ST,USGS,-88.7091667,33.6072222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02440500
2434000,"TOWN CREEK AT TUPELO, MS",ST,USGS,-88.7091667,34.29444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02434000
2435800,"COONEWAH CREEK AT SHANNON, MS",ST,USGS,-88.7019444,34.13,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02435800
2435020,"TOWN CREEK AT EASON BOULEVARD AT TUPELO, MS",ST,USGS,-88.6958333,34.23555556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02435020
2441000,"TIBBEE CREEK NR TIBBEE, MS",ST,USGS,-88.6333333,33.53777778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02441000
2441300,"CATALPA CREEK AT MAYHEW, MS",ST,USGS,-88.6286111,33.48138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02441300
2436500,"TOWN CREEK NR NETTLETON, MS",ST,USGS,-88.6280556,34.05916667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02436500
2437300,"MATTUBBY CREEK NR ABERDEEN, MS",ST,USGS,-88.5958333,33.87055556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02437300
2430680,"TWENTYMILE CREEK NR GUNTOWN, MS",ST,USGS,-88.5772222,34.45277778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02430680
2437600,"JAMES CREEK AT ABERDEEN, MS",ST,USGS,-88.56638889,33.8133333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02437600
2448000,"NOXUBEE RIVER AT MACON, MS",ST,USGS,-88.5587778,33.0723611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02448000
2437000,"TOMBIGBEE RIVER NR AMORY, MS",ST,USGS,-88.5511111,33.98555556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02437000
2437100,"TOMBIGBEE RIVER AT ABERDEEN LOCK AND DAM, MS",ST,USGS,-88.52,33.83,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02437100
2433500,"TOMBIGBEE RIVER AT BIGBEE, MS",ST,USGS,-88.5136111,34.01138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02433500
2433496,"TENN-TOM WATERWAY BL AMORY L&D AT AMORY, MS",ST,USGS,-88.49138889,34.00944444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02433496
2441390,"TOMBIGBEE RIVER AT STENNIS LOCK AND DAM, MS",ST,USGS,-88.4894444,33.5175,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02441390
2467200,"SUCARNOOCHEE RIVER NR PORTERVILLE, MS",ST,USGS,-88.485,32.6986111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02467200
2448620,"FLAT SCOOBA CREEK TRIBUTARY NR SCOOBA, MS",ST,USGS,-88.46888889,32.84055556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02448620
2431000,"TOMBIGBEE RIVER NR FULTON, MS",ST,USGS,-88.4452778,34.265,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02431000
2429900,"BIG BROWN CREEK NR BOONEVILLE, MS",ST,USGS,-88.445,34.6247222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02429900
2441500,"TOMBIGBEE RIVER AT COLUMBUS, MS",ST,USGS,-88.4325,33.49055556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02441500
2433151,"TENN-TOM WATERWAY BL WILKINS L&D NR SMITHVILLE, MS",ST,USGS,-88.428,34.063,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02433151
2431011,"TENN-TOM WATERWAY BL FULTON L&D NR FULTON, MS",ST,USGS,-88.4241667,34.2549722,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02431011
2430626,"TENN-TOM WATERWAY BL RANKIN L&D NR FULTON, MS",ST,USGS,-88.4087778,34.3603611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02430626
2443500,"LUXAPALLILA CREEK NR COLUMBUS, MS",ST,USGS,-88.3952778,33.51416667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02443500
2430880,"CUMMINGS CREEK NR FULTON, MS",ST,USGS,-88.3711111,34.30444444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02430880
2430161,"TENN-TOM WATERWAY BL MONTGOMERY L&D NR FULTON, MS",ST,USGS,-88.3683056,34.46244444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02430161
2430130,MONTGOMERY L&D SPILLWAY CHANNEL NEAR FULTON. MS,ST,USGS,-88.3655278,34.46602778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02430130
2430615,"MUD CREEK NR FAIRVIEW, MS",ST,USGS,-88.355,34.3925,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02430615
2437550,"NICHOLS CREEK TRIBUTARY NR QUINCY, MS",ST,USGS,-88.3505556,33.905,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02437550
2430005,"TENN-TOM WW BELOW JAMIE WHITTEN L&D NR DENNIS, MS",LK,USGS,-88.3236111,34.52,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02430005
2443000,"LUXAPALLILA CREEK AT STEENS, MS",ST,USGS,-88.3152778,33.56027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02443000
2439400,"BUTTAHATCHEE RIVER NR ABERDEEN, MS",ST,USGS,-88.3152778,33.79,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02439400
2432920,"BULL MOUNTAIN CREEK NEAR TILDEN, MS",ST,USGS,-88.313099,34.1801047,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02432920
2448900,"BODKA CREEK NEAR GEIGER, AL.",ST,USGS,-88.3119761,32.80707585,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02448900
2448500,"NOXUBEE RIVER NR GEIGER, AL",ST,USGS,-88.2978103,32.9326287,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02448500
2444161,"TOMBIGBEE RIVER BEL BEVIL L&D NR PICKENSVILLE, AL.",ST,USGS,-88.2886454,33.21040097,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02444161
2444160,"TOMBIGBEE RIVER AT BEVILL L&D NR PICKENSVILLE, AL",ST,USGS,-88.2886454,33.21067874,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02444160
3592718,"LITTLE YELLOW CREEK EAST NR BURNSVILLE, MS",ST,USGS,-88.2880556,34.83555556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03592718
2430085,"RED BUD CREEK NR MOORES MILL, MS",ST,USGS,-88.2836111,34.46666667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02430085
2432500,"BULL MOUNTAIN CREEK AT TREMONT, MS",ST,USGS,-88.2716667,34.23916667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02432500
2429980,"POLLARD MILL BRANCH AT PADEN, MS",ST,USGS,-88.24888889,34.65388889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02429980
2439160,"NORTHINGTON CREEK NEAR DETROIT, ALA SITE B",ST,USGS,-88.19753749,34.0162168,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02439160
2439159,"NORTHINGTON CREEK NEAR DETROIT, ALA. SITE A",ST,USGS,-88.1972597,34.01621679,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02439159
2447025,TOMBIGBEE R AT HEFLIN L&D NR GAINESVILLE ALA.,ST,USGS,-88.1561363,32.8481856,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02447025
2447026,"TOMBIGBEE R BLW HEFLIN L&D NR GAINESVILLE, ALA",ST,USGS,-88.1541918,32.85235218,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02447026
3592500,"BEAR CREEK AT BISHOP,AL.",ST,USGS,-88.1225408,34.65592635,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03592500
3592000,"BEAR CREEK NEAR RED BAY, AL.",ST,USGS,-88.1155963,34.4439866,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03592000
2444995,"Lubbub Creek at Carrollton, Ala",ST,USGS,-88.0811368,33.2642869,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02444995
2438000,BUTTAHATCHEE RIVER BELOW HAMILTON AL,ST,USGS,-87.9894765,34.10621294,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02438000
2465660,"UNNAMED TRIB TO MINTER CR NR EUTAW, AL",ST,USGS,-87.8593083,32.90974444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02465660
2466031,"BLACK WARRIOR RIVER BELOW SELDEN DAM NR EUTAW, AL",ST,USGS,-87.841402,32.7773528,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02466031
2466030,"BLACK WARRIOR RIVER AT SELDEN L & D NEAR EUTAW, AL",ST,USGS,-87.8405687,32.77790835,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02466030
2446500,"SIPSEY RIVER NR ELROD, AL",ST,USGS,-87.7764022,33.25706249,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02446500
3590000,CYPRESS CREEK NEAR FLORENCE AL,ST,USGS,-87.7005847,34.8078655,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03590000
3589500,TENNESSEE RIVER AT FLORENCE AL,ST,USGS,-87.6700288,34.78703254,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03589500
